date,region.is.berovo,region.is.delcevo,region.is.kocani,region.is.kratovo,region.is.pehcevo,region.is.probistip,region.is.stip,region.is.vinica,region.ji.gevgelija,region.ji.radovis,region.ji.strumica,region.ji.valandovo,region.jz.debar,region.jz.kicevo,region.jz.makedonski_brod,region.jz.ohrid,region.jz.struga,region.pe.bitola,region.pe.demir_hisar,region.pe.krusevo,region.pe.prilep,region.pe.resen,region.po.gostivar,region.po.tetovo,region.si.kriva_palanka,region.si.kumanovo,region.sk.skopje,region.va.kavadarci,region.va.negotino,region.va.sveti_nikole,region.va.veles
2020-03-13,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
2020-03-14,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
2020-03-15,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
2020-03-16,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
2020-03-17,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
2020-03-18,0,0,0,0,0,0,2,0,0,0,1,0,28,0,0,0,0,0,1,0,0,0,1,0,0,0,35,0,0,0,0
2020-03-19,0,0,0,0,0,0,2,0,0,0,1,0,28,0,0,1,0,0,1,0,0,0,1,0,0,0,42,1,0,0,0
2020-03-20,0,0,0,0,0,0,5,0,0,0,1,0,33,0,0,1,0,0,1,0,0,0,1,0,0,0,42,2,0,0,0
2020-03-21,0,0,0,0,0,0,8,0,0,0,1,0,35,0,0,1,0,0,1,0,0,0,1,0,0,1,59,2,0,0,0
2020-03-22,0,0,0,0,0,0,8,0,0,0,1,0,39,0,0,2,0,0,1,0,0,0,1,0,0,3,74,2,0,0,0
2020-03-23,0,0,0,0,0,0,8,0,0,0,1,0,39,0,0,2,0,0,1,0,0,0,1,0,0,8,81,2,0,0,0
2020-03-24,0,0,0,0,0,0,8,0,0,0,1,0,40,0,0,2,0,0,1,0,2,0,1,0,0,11,101,2,0,0,3
2020-03-25,0,0,0,0,0,0,9,0,0,0,1,0,42,0,0,2,0,0,1,0,2,0,1,1,0,15,116,2,0,0,3
2020-03-26,0,0,0,0,0,0,9,0,0,0,1,0,42,0,0,2,0,0,1,0,6,0,1,2,0,17,127,2,0,0,3
2020-03-27,0,0,0,0,0,0,9,0,0,0,1,0,45,0,0,2,3,0,1,0,8,0,1,4,0,21,135,2,0,0,3
2020-03-28,0,0,0,0,0,0,15,0,1,0,2,0,46,0,0,2,5,0,1,0,8,0,1,5,0,21,138,2,0,0,6
2020-03-29,0,0,0,0,0,0,15,0,1,0,2,0,47,0,0,2,5,0,1,0,9,0,1,6,1,24,157,2,0,0,6
2020-03-30,0,0,0,0,0,0,16,0,1,0,2,0,47,0,0,2,7,3,1,0,10,0,1,8,1,41,169,2,0,0,6
2020-03-31,0,0,1,0,0,0,16,0,2,0,2,0,47,0,0,2,9,3,1,0,12,0,1,13,1,47,176,2,0,0,6
2020-04-01,0,0,1,0,0,0,16,0,2,0,2,0,47,0,0,2,9,3,1,0,21,0,1,13,4,55,186,2,0,0,6
2020-04-02,0,0,1,0,0,0,16,0,4,0,2,0,48,0,0,2,9,3,1,0,22,0,3,15,4,78,199,2,0,0,8
2020-04-03,0,0,5,0,0,0,19,0,4,2,2,0,48,0,0,2,23,3,1,0,24,0,5,17,4,86,212,2,0,0,9
2020-04-04,0,0,12,0,0,0,20,0,4,4,2,0,48,0,0,2,24,5,1,2,33,0,7,27,4,107,226,2,0,0,10
2020-04-05,0,0,12,0,0,0,21,0,4,4,2,0,48,0,0,2,25,5,1,2,33,0,7,28,4,115,230,2,0,0,10
2020-04-06,0,0,15,0,0,0,21,0,4,4,2,0,48,0,0,2,28,5,1,2,34,0,7,28,4,122,245,2,0,0,10
2020-04-07,0,0,16,0,0,0,21,0,4,4,2,0,48,0,0,2,28,7,1,3,38,0,7,28,4,124,252,3,0,0,10
2020-04-08,0,0,17,0,0,1,21,0,4,4,2,0,48,0,0,2,30,7,1,3,46,0,7,29,4,137,264,3,0,0,18
2020-04-09,0,0,17,0,0,1,22,0,4,4,2,0,48,0,0,3,33,7,1,3,50,0,9,30,4,162,275,3,0,0,18
2020-04-10,0,0,18,0,0,1,28,0,4,4,2,0,48,0,0,3,33,7,1,3,58,0,10,30,4,176,288,3,0,0,24
2020-04-11,0,0,19,0,0,1,28,0,4,4,2,0,48,0,0,3,43,8,1,3,72,0,11,32,4,194,303,3,0,0,30
2020-04-12,0,0,20,0,0,2,28,0,4,4,2,0,48,0,0,3,43,8,1,3,76,0,11,36,4,205,308,3,0,0,32
2020-04-13,0,0,20,0,0,2,29,0,4,4,2,0,48,0,0,3,43,8,1,3,86,0,12,37,4,232,324,3,0,0,34
2020-04-14,0,0,23,0,0,2,32,0,4,4,2,0,48,0,0,6,49,8,1,3,90,0,13,47,4,259,329,3,2,0,36
2020-04-15,0,0,24,0,0,2,33,0,4,4,2,0,51,1,0,6,50,13,1,3,101,0,15,52,4,303,357,4,2,0,40
2020-04-16,0,0,24,0,0,2,33,0,4,4,2,0,51,1,0,6,53,14,1,3,104,0,15,52,4,307,379,4,2,0,43
2020-04-17,0,0,24,0,0,2,33,0,4,4,2,0,51,1,2,6,55,16,1,3,113,0,15,56,4,316,392,4,2,0,55
2020-04-18,0,0,25,0,0,2,33,0,4,4,2,0,51,1,2,13,55,16,1,3,118,0,15,59,4,325,400,4,2,0,58
2020-04-19,0,0,25,0,1,2,35,0,4,4,2,0,51,1,2,13,55,16,1,3,118,0,16,61,4,334,402,4,2,0,59
2020-04-20,0,0,28,0,1,2,35,0,4,4,2,0,51,1,2,13,55,16,1,3,118,0,16,63,4,336,402,4,2,0,59
2020-04-21,0,0,28,0,1,2,35,0,4,4,2,1,51,1,2,13,55,16,1,3,127,0,16,65,4,338,413,4,2,0,62
2020-04-22,0,0,28,0,1,2,35,0,4,4,2,1,51,2,2,13,55,16,1,3,132,0,16,69,5,349,430,4,4,0,62
2020-04-23,0,0,28,0,1,2,35,1,4,4,2,1,51,2,2,13,61,17,1,3,132,0,16,73,5,351,441,4,5,0,62
2020-04-24,0,0,28,0,1,2,35,1,4,4,2,1,51,2,2,13,62,18,1,3,140,0,16,77,5,359,458,4,5,0,64
2020-04-25,0,0,28,0,1,2,35,2,4,4,2,1,51,2,2,13,64,18,1,3,142,0,17,77,5,367,461,4,5,0,66
2020-04-26,0,0,28,0,1,2,35,2,4,4,2,1,51,2,2,13,64,18,1,3,144,0,17,79,5,372,465,4,5,0,66
2020-04-27,0,0,28,0,1,2,35,2,4,4,2,1,51,2,2,13,65,18,1,3,144,0,19,79,5,374,476,5,7,0,69
2020-04-28,0,0,28,0,2,2,35,2,4,4,2,1,51,2,2,13,66,18,1,3,148,0,19,80,5,380,483,5,7,0,69
2020-04-29,0,0,28,0,2,2,35,2,4,4,2,1,51,2,2,13,66,18,1,3,151,0,19,86,5,385,488,5,9,0,71
2020-04-30,0,0,31,0,2,2,35,2,4,4,2,1,51,2,2,13,66,18,1,3,154,0,19,88,5,389,499,5,9,0,77
2020-05-01,0,0,31,0,2,2,35,2,4,4,2,1,51,2,2,13,68,18,1,3,157,0,19,89,5,397,500,5,9,0,77
2020-05-02,0,0,31,0,2,2,35,2,4,4,2,1,51,2,2,13,68,18,1,3,158,0,19,90,5,398,502,5,9,0,77
2020-05-03,0,0,31,1,2,2,35,2,4,4,2,1,51,2,2,13,68,18,1,3,159,0,19,90,5,398,504,5,9,0,80
2020-05-04,0,0,31,1,2,2,35,2,4,4,2,1,51,2,2,13,68,18,1,3,160,0,19,90,5,398,507,5,9,0,84
2020-05-05,0,0,31,1,2,2,35,2,4,4,2,1,51,2,2,13,68,19,1,3,163,0,19,93,5,399,507,5,9,0,89
2020-05-06,0,0,31,1,2,2,36,2,4,4,2,1,51,2,2,13,68,21,1,3,168,0,19,95,6,401,518,5,9,0,98
2020-05-07,0,0,31,1,2,2,36,2,4,4,2,1,51,2,2,13,68,21,1,3,170,0,19,96,6,401,523,5,9,0,104
2020-05-08,1,0,31,1,3,2,36,2,4,4,2,1,51,2,2,13,68,21,1,3,174,0,20,108,6,405,530,5,9,0,110
2020-05-09,1,0,31,2,3,2,36,2,4,4,2,1,51,2,2,13,68,22,1,3,177,0,21,110,6,406,541,5,9,0,110
2020-05-10,1,0,31,2,3,2,36,2,4,4,2,1,51,2,2,13,68,22,1,3,179,0,21,117,6,406,554,5,9,0,110
2020-05-11,1,0,31,2,3,2,36,2,4,4,2,1,51,2,2,13,68,22,1,3,180,0,21,117,6,408,560,5,9,0,111
2020-05-12,1,0,31,2,3,2,36,2,4,4,2,1,51,2,2,13,68,22,1,3,185,0,21,121,6,408,570,5,9,0,112
2020-05-13,1,0,31,2,3,2,36,2,4,4,2,1,51,2,2,15,70,24,1,3,191,0,21,126,6,409,579,5,9,0,114
2020-05-14,1,0,31,2,3,2,36,2,4,4,2,1,51,2,2,15,70,25,1,3,194,0,21,132,6,411,582,5,9,0,116
2020-05-15,1,0,31,2,3,2,36,2,4,4,2,1,51,2,2,16,70,25,1,3,198,0,21,138,6,412,591,5,9,0,117
2020-05-16,1,0,31,2,3,2,37,2,4,4,2,1,51,2,2,17,70,26,1,3,201,0,21,144,6,414,602,5,9,0,122
2020-05-17,1,0,31,2,3,2,37,2,4,4,2,1,51,2,2,19,71,26,1,3,201,0,21,148,6,414,618,5,9,0,124
2020-05-18,2,0,31,2,3,2,39,2,4,4,2,1,51,2,2,19,72,26,1,3,203,0,22,151,6,414,626,5,9,1,127
2020-05-19,2,0,31,2,3,2,39,3,4,4,3,1,51,2,2,19,72,26,1,3,204,0,23,152,6,416,637,5,9,1,128
2020-05-20,2,0,31,2,3,2,39,3,4,4,3,1,51,2,2,19,72,27,1,3,205,0,23,162,6,417,663,5,9,1,129
2020-05-21,2,0,31,2,3,2,39,3,4,4,3,1,51,2,2,19,72,27,1,3,207,0,23,166,6,421,675,5,10,1,129
2020-05-22,2,0,31,2,3,2,39,3,4,4,3,1,51,2,2,19,72,27,1,3,209,0,23,166,6,423,691,5,10,1,129
2020-05-23,2,0,31,2,3,2,41,3,4,4,3,1,51,2,2,21,76,27,1,3,211,0,23,173,6,431,703,5,10,1,129
2020-05-24,2,0,31,2,3,2,42,3,4,4,3,1,51,2,2,21,76,27,1,3,211,0,23,178,6,434,715,5,10,1,129
2020-05-25,2,0,31,2,3,2,47,3,4,4,3,1,51,2,2,21,77,27,1,3,211,0,24,178,6,434,724,5,10,1,129
2020-05-26,2,0,31,2,3,2,51,3,4,4,3,1,51,2,2,21,78,27,1,3,212,0,24,180,6,436,738,5,10,1,130
2020-05-27,2,0,31,2,3,2,55,3,4,4,3,1,51,2,2,21,78,28,1,3,212,0,24,183,6,440,762,5,12,1,130
2020-05-28,2,0,32,2,3,2,62,3,4,4,3,1,51,2,2,21,80,28,1,3,212,0,24,192,6,446,787,5,12,1,131
2020-05-29,2,0,32,2,3,2,63,3,4,4,3,1,51,2,2,21,81,28,1,3,212,0,25,198,6,450,809,5,12,1,131
2020-05-30,2,0,33,2,3,2,79,3,4,4,3,2,51,2,2,21,85,28,1,3,212,0,26,210,6,452,833,5,12,1,132
2020-05-31,2,0,37,2,3,2,106,3,4,4,4,2,51,2,2,21,85,28,1,3,213,0,27,217,6,464,868,5,12,2,132
2020-06-01,2,0,38,3,3,3,107,3,4,4,4,2,51,2,2,21,85,28,1,3,213,0,29,231,6,466,920,5,12,2,134
2020-06-02,2,0,41,3,3,5,114,3,4,4,4,2,51,2,2,22,91,28,1,3,214,0,32,236,6,478,979,6,12,2,135
2020-06-03,2,0,41,3,3,5,130,3,4,4,5,2,51,2,2,22,91,28,1,3,218,0,33,245,6,497,1046,6,13,2,137
2020-06-04,2,0,41,3,3,5,145,3,6,4,5,3,52,2,2,23,92,29,1,3,218,0,41,257,6,523,1155,6,14,3,138
2020-06-05,2,1,42,3,3,5,162,3,6,4,5,3,52,2,2,28,99,30,1,3,219,0,47,273,6,542,1201,6,16,3,141
2020-06-06,2,1,51,3,3,5,174,3,6,4,5,3,52,2,2,29,99,30,1,3,219,0,50,281,7,553,1264,6,16,3,144
2020-06-07,2,1,53,3,3,7,207,3,6,4,5,3,53,2,2,35,104,30,1,3,219,0,50,291,7,554,1331,6,16,3,144
2020-06-08,2,1,53,3,3,11,223,3,6,4,5,3,53,2,2,37,105,30,1,3,219,0,51,301,7,566,1372,6,16,3,144
2020-06-09,2,1,53,3,3,11,225,3,6,4,7,3,53,3,2,45,108,30,1,3,221,1,52,312,7,570,1461,6,16,3,145
2020-06-10,2,1,53,3,3,11,227,3,6,4,7,3,53,3,2,46,110,30,1,3,223,1,54,317,7,594,1592,6,16,5,149
2020-06-11,2,1,54,3,3,11,232,3,7,4,7,4,56,3,3,55,115,30,1,3,226,3,56,335,8,618,1677,6,17,7,149
2020-06-12,2,1,54,3,5,11,237,3,7,4,7,4,56,3,3,66,123,34,1,3,227,5,64,380,9,635,1767,6,17,8,150
2020-06-13,2,1,54,3,5,11,238,3,8,4,8,4,61,3,3,70,126,34,1,3,229,19,66,412,10,638,1859,6,17,9,150
2020-06-14,2,1,54,3,5,11,244,3,8,4,9,4,61,3,3,73,135,34,1,3,231,26,67,429,10,644,1903,7,17,10,153
2020-06-15,2,1,54,3,5,11,244,3,8,4,9,5,61,5,3,73,138,34,1,5,232,33,67,440,10,650,1997,8,18,10,154
2020-06-16,2,1,54,3,5,11,250,3,8,4,9,5,62,5,3,84,143,34,1,5,232,36,71,459,10,652,2137,8,18,11,156
2020-06-17,2,1,56,3,5,11,254,3,8,4,10,5,62,5,3,89,149,36,1,5,232,49,75,482,10,666,2244,8,19,11,156
2020-06-18,2,1,59,4,5,11,260,3,9,4,10,5,63,5,3,90,151,37,1,5,233,49,76,501,10,677,2344,9,19,12,162
2020-06-19,2,1,59,4,5,12,264,3,9,4,10,5,81,8,3,97,168,39,1,5,234,57,81,515,11,679,2440,11,19,14,164
2020-06-20,2,1,59,4,5,12,267,3,9,4,10,5,82,8,3,98,169,41,1,5,234,59,82,534,11,692,2497,11,19,14,165
2020-06-21,2,1,61,4,5,13,275,3,9,4,10,5,82,8,3,111,179,43,1,6,234,65,83,538,11,694,2533,11,19,16,167
2020-06-22,2,1,61,4,5,13,276,3,10,4,12,5,83,9,3,120,181,44,1,6,238,70,87,558,11,703,2588,11,19,17,169
2020-06-23,2,1,62,4,5,13,277,3,10,4,13,5,83,10,3,125,182,44,1,6,241,74,91,582,12,709,2668,11,20,17,172
2020-06-24,2,1,63,4,5,14,290,3,10,4,13,5,83,16,3,132,189,45,1,6,243,86,91,602,13,722,2734,11,20,20,172
2020-06-25,2,1,66,4,5,14,304,3,10,4,14,5,89,16,3,141,193,46,1,6,245,90,102,627,15,724,2804,14,20,24,174
2020-06-26,2,1,67,4,5,14,307,3,10,4,14,5,89,24,3,150,196,47,1,6,249,95,105,639,15,731,2897,14,21,24,174
2020-06-27,2,1,69,4,6,15,321,3,10,4,15,5,90,30,3,164,215,50,2,6,254,100,112,661,15,739,2958,14,21,24,179
2020-06-28,2,1,69,4,6,17,334,3,10,4,15,5,91,30,3,169,218,51,2,6,261,101,118,680,15,749,3015,15,21,26,183
2020-06-29,2,1,69,4,6,19,349,3,10,4,15,5,91,30,3,169,220,52,2,6,264,104,120,699,15,755,3081,19,21,27,185
2020-06-30,2,1,69,4,6,19,351,3,10,4,15,5,95,35,4,176,225,55,2,6,266,109,122,713,15,759,3145,19,21,29,185
2020-07-01,3,1,73,4,6,20,359,3,12,4,16,6,101,38,4,186,239,55,2,7,272,112,129,722,15,768,3220,22,21,35,188
2020-07-02,3,1,73,4,6,24,369,3,12,4,16,6,102,40,5,196,242,58,2,7,277,117,143,742,15,783,3291,22,21,35,189
2020-07-03,3,1,74,5,6,25,375,3,12,4,17,6,102,44,5,201,249,62,2,7,280,121,152,758,16,791,3355,22,21,42,194
2020-07-04,3,1,74,5,6,26,378,3,12,4,17,6,108,48,5,209,262,62,2,7,286,123,157,766,16,795,3408,22,21,43,195
2020-07-05,3,1,75,5,6,29,395,4,12,4,17,6,109,48,5,210,265,63,2,7,286,123,162,775,17,799,3434,22,21,48,195
2020-07-06,3,1,75,5,6,29,399,4,12,4,17,6,115,49,5,214,271,64,2,7,288,123,174,789,17,803,3497,22,21,49,197
2020-07-07,3,1,75,6,6,29,409,4,12,4,18,6,117,52,5,215,279,64,3,7,291,128,182,805,17,810,3584,23,21,58,197
2020-07-08,3,1,76,6,6,31,415,4,12,4,18,6,119,58,6,223,284,66,3,8,294,129,190,831,18,818,3667,23,21,62,197
2020-07-09,4,1,76,6,6,33,425,4,12,4,19,6,136,65,7,224,296,69,5,9,296,132,213,844,18,831,3727,24,21,91,200
2020-07-10,4,1,76,6,6,36,434,4,12,5,21,6,142,68,7,228,308,71,6,10,299,134,218,856,18,848,3817,26,21,115,200
2020-07-11,4,1,77,7,6,37,448,4,12,8,23,6,149,72,7,230,317,71,8,12,300,138,231,868,18,854,3863,26,21,120,201
2020-07-12,4,1,77,8,6,38,461,4,12,8,23,6,150,80,7,232,328,72,8,12,305,138,232,871,18,862,3893,27,21,121,202
2020-07-13,4,1,77,9,6,38,467,4,13,8,23,6,152,83,8,233,335,75,8,12,306,139,242,884,18,868,3969,28,21,123,202
2020-07-14,4,87,12,879,17,4069,3,12,13,158,6,153,25,9,6,41,901,84,77,23,139,22,262,205,8,226,342,18,305,493,1
2020-07-15,4,93,12,891,17,4128,3,13,13,181,6,171,27,9,6,43,907,85,77,23,140,22,271,205,8,226,348,18,306,510,1
2020-07-16,4,95,13,901,20,4201,4,15,19,186,6,172,27,10,6,44,939,88,85,23,140,26,285,206,8,228,351,21,311,570,1
2020-07-17,4,99,13,905,20,4258,4,16,19,198,6,172,28,12,6,46,945,88,85,23,140,26,293,206,8,235,361,21,311,583,1
2020-07-18,4,99,13,911,25,4282,4,16,19,201,6,172,28,12,6,46,952,89,87,23,140,29,297,206,8,241,370,22,312,607,1
2020-07-19,4,100,13,932,25,4334,4,19,19,204,6,174,32,12,6,48,956,94,89,23,141,31,314,208,9,242,377,22,312,640,1
2020-07-20,4,104,14,939,27,4398,4,20,19,207,6,174,32,12,6,48,963,96,89,23,141,31,320,209,9,247,391,22,313,659,1
2020-07-21,4,108,15,944,27,4452,4,21,19,209,6,178,32,12,6,48,968,98,89,23,142,31,336,209,9,250,397,22,314,677,1
2020-07-22,4,114,15,951,27,4497,4,22,19,212,6,179,33,12,6,48,977,104,92,23,142,31,345,209,9,253,402,22,318,702,2
2020-07-23,4,119,15,964,27,4557,5,23,19,215,6,184,33,12,6,49,984,109,93,23,142,31,356,212,9,254,403,22,321,718,2
2020-07-24,4,121,15,984,28,4596,5,25,22,216,6,192,38,13,6,49,993,114,94,23,142,35,371,212,11,257,416,22,322,732,5
2020-07-25,4,121,15,990,28,4648,7,25,22,217,6,192,48,13,6,50,999,116,95,23,142,35,384,212,14,257,416,22,324,761,5
2020-07-26,4,125,15,1001,29,4687,8,26,22,220,6,192,51,13,6,50,1001,122,96,23,142,35,392,212,15,260,418,22,327,774,5
2020-07-27,4,135,15,1022,29,4731,8,27,22,220,6,193,54,13,6,52,1025,127,97,25,143,35,415,213,18,266,439,23,327,792,5
2020-07-28,5,143,15,1037,29,4766,8,32,22,221,6,193,56,13,6,52,1029,135,98,25,144,35,423,216,18,269,442,24,330,809,5
2020-07-29,5,158,16,1048,29,4802,14,32,22,222,6,195,61,13,6,54,1043,137,99,25,145,36,439,220,19,269,450,24,331,820,5
2020-07-30,5,161,16,1065,29,4849,16,33,22,222,6,205,62,14,6,55,1045,142,104,25,146,36,449,225,25,271,450,25,333,836,5
2020-07-31,5,173,16,1082,29,4896,18,34,23,224,6,206,71,14,6,55,1057,143,104,27,146,37,464,225,35,274,457,25,333,859,5
2020-08-01,8,175,16,1090,29,4910,22,34,23,227,6,206,74,14,6,55,1057,143,105,27,146,37,486,225,35,274,458,25,333,872,5
2020-08-02,8,177,16,1094,29,4942,23,34,23,228,6,206,82,14,6,57,1064,143,106,28,146,37,494,225,37,274,458,25,333,877,5
2020-08-03,8,179,16,1102,29,4965,25,34,23,230,6,208,83,14,6,57,1066,146,106,28,146,38,498,227,41,282,469,25,336,887,5
2020-08-04,8,179,16,1114,29,5000,26,36,23,230,7,208,83,14,6,58,1071,153,108,28,146,38,513,227,42,288,470,25,337,910,5
2020-08-05,8,182,16,1125,29,5051,28,40,24,230,7,210,97,14,6,59,1081,154,108,30,146,38,535,227,47,294,473,25,341,923,5
2020-08-06,8,188,16,1139,33,5116,28,42,24,233,7,216,104,14,6,62,1093,161,113,31,146,39,549,239,51,298,478,26,344,944,5
2020-08-07,8,195,16,1148,33,5148,29,43,24,233,7,219,110,14,6,62,1094,165,114,31,146,40,556,241,51,298,478,26,345,953,5
2020-08-08,8,202,16,1164,35,5168,32,44,25,238,7,219,125,14,6,62,1097,166,114,32,146,40,566,245,53,300,480,26,346,966,5
2020-08-09,9,220,16,1174,35,5207,35,47,25,239,7,219,125,15,6,63,1105,169,117,32,146,40,579,245,56,302,486,28,347,989,5
2020-08-10,10,224,16,1194,35,5237,35,49,26,245,7,221,133,15,6,63,1111,171,122,32,146,42,598,245,59,305,494,28,348,1004,6
2020-08-11,11,229,16,1215,35,5285,42,50,27,248,7,223,142,15,6,65,1111,178,126,33,146,46,602,245,63,305,495,28,349,1019,6
2020-08-12,13,237,16,1234,35,5323,44,53,27,253,8,224,146,15,8,66,1131,179,130,34,146,48,615,248,65,309,504,28,353,1029,7
2020-08-13,14,239,16,1253,36,5374,46,53,28,255,8,226,147,15,8,68,1137,183,130,35,146,48,617,250,67,311,520,28,359,1044,8
2020-08-14,15,242,16,1266,36,5408,46,53,28,255,8,226,151,15,8,68,1145,184,130,35,146,50,637,250,67,311,521,28,359,1044,8
